trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp_2.started,image.started,image_2.started,image_3.started,image_4.started,image_5.started,image_6.started,image_7.started,image_8.started,image_9.started,key_resp_2.keys,key_resp_2.rt,image_10.started,image_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
19,0,19,0,,,,,,,,,,,,,,,,,51.44836119993124,52.76741770002991,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
20,0,20,0,,,,,,,,,,,,,,,,,53.04706599994097,54.36144090001471,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
21,0,21,0,,,,,,,,,,,,,,,,,54.64566999999806,55.96133940003347,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
22,0,22,0,,,,,,,,,,,,,,,,,56.2462080999976,57.56092640000861,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
23,0,23,0,,,,,,,,,,,,,,,,,57.846393599989824,59.156516299932264,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
24,0,24,0,,,,,,,,,,,,,,,,,59.45154419995379,60.76661489997059,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
25,0,25,0,,,,,,,,,,,,,,,,,61.04480299993884,62.354498800006695,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
26,0,26,0,,,,,,,,,,,,,,,,,62.645575499976985,63.953746899962425,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
27,0,27,0,,,,,,,,,,,,,,,,,64.25081220001448,65.55994880001526,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
28,0,28,0,,,,,,,,,,,,,,,,,65.8502382999286,67.16127229994163,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
29,0,29,0,,,,,,,,,,,,,,,,,67.44480810000096,68.75311079993844,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
30,0,30,0,,,,,,,,,,,,,,,,,69.04483539995272,70.35405660001561,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
31,0,31,0,,,,,,,,,,,,,,,,,70.64437689993065,71.95342959999107,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
32,0,32,0,,,,,,,,,,,,,,,,,72.24416240002029,73.55241350003053,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
33,0,33,0,,,,,,,,,,,,,,,,,73.84441199991852,75.15961430000607,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
34,0,34,0,,,,,,,,,,,,,,,,,75.44428960001096,76.7539685999509,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
35,0,35,0,,,,,,,,,,,,,,,,,77.04920979996677,78.35850510001183,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
36,0,36,0,,,,,,,,,,,,,,,,,78.64397750003263,79.95251740003005,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
37,0,37,0,,,,,,,,,,,,,,,,,80.25542709999718,81.56480719998945,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
38,0,38,0,,,,,,,,,,,,,,,,,81.84368239995092,83.15194200002588,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
39,0,39,0,,,,,,,,,,,,,,,,,83.44934139994439,84.75948679994326,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
40,0,40,0,,,,,,,,,,,,,,,,,85.05462239996996,86.3642106000334,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
41,0,41,0,,,,,,,,,,,,,,,,,86.6485304000089,87.9574980000034,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
42,0,42,0,,,,,,,,,,,,,,,,,88.24910449993331,89.557501400006,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
43,0,43,0,,,,,,,,,,,,,,,,,89.85393470001873,91.16291209997144,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
44,0,44,0,,,,,,,,,,,,,,,,,91.44913630001247,92.76442699995823,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
45,0,45,0,,,,,,,,,,,,,,,,,93.04853449994698,94.363496499951,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
46,0,46,0,,,,,,,,,,,,,,,,,94.65332179993857,95.96370449999813,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
47,0,47,0,,,,,,,,,,,,,,,,,96.24785179994069,97.55683859996498,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
48,0,48,0,,,,,,,,,,,,,,,,,97.84827860002406,99.15657150000334,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
49,0,49,0,,,,,,,,,,,,,,,,,99.44737639999948,100.75063809996936,099604,001,2023-06-01_16h55.55.678,magic_trick,2022.2.5,84.60415828920713,
