trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,text.started,card_shown.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
157,0,157,0,,,,,,,,,,,,,,,,,,,288.8237383000087,289.3300460999599,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
158,0,158,0,,,,,,,,,,,,,,,,,,,290.3250722999801,290.83196619997034,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
159,0,159,0,,,,,,,,,,,,,,,,,,,291.8268647000077,292.33149839995895,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
160,0,160,0,,,,,,,,,,,,,,,,,,,293.3261324999621,293.83280159998685,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
161,0,161,0,,,,,,,,,,,,,,,,,,,294.82885679998435,295.32931679999456,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
162,0,162,0,,,,,,,,,,,,,,,,,,,296.3242564999964,296.83086799999,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
163,0,163,0,,,,,,,,,,,,,,,,,,,297.825886000006,298.3320401000092,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
164,0,164,0,,,,,,,,,,,,,,,,,,,299.3278004999738,299.8292795000016,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
165,0,165,0,,,,,,,,,,,,,,,,,,,300.8241951999953,301.33167019998655,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
166,0,166,0,,,,,,,,,,,,,,,,,,,302.3267565999995,302.8284641999635,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
167,0,167,0,,,,,,,,,,,,,,,,,,,303.82917219999945,304.32877139997436,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
168,0,168,0,,,,,,,,,,,,,,,,,,,305.32949329999974,305.83154909999575,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
169,0,169,0,,,,,,,,,,,,,,,,,,,306.82791920000454,307.32988809997914,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
170,0,170,0,,,,,,,,,,,,,,,,,,,308.3248174999608,308.8274173999671,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
171,0,171,0,,,,,,,,,,,,,,,,,,,309.82806349999737,310.329164099996,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
172,0,172,0,,,,,,,,,,,,,,,,,,,311.3246111999615,311.8327636999893,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
173,0,173,0,,,,,,,,,,,,,,,,,,,312.82743429997936,313.3273010000121,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
174,0,174,0,,,,,,,,,,,,,,,,,,,314.32925469998736,314.8309893999831,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
175,0,175,0,,,,,,,,,,,,,,,,,,,315.8262947999756,316.3333977999864,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
176,0,176,0,,,,,,,,,,,,,,,,,,,317.3293709999998,317.8299435999943,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
177,0,177,0,,,,,,,,,,,,,,,,,,,318.82591139996657,319.33290869998746,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
178,0,178,0,,,,,,,,,,,,,,,,,,,320.32868169998983,320.83196179999504,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
179,0,179,0,,,,,,,,,,,,,,,,,,,321.82876289996784,322.3262654999853,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
