trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp_2.started,image.started,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
10,0,10,0,,,,,22.30638929991983,22.30638929991983,space,0.4378176999744028,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
11,0,11,0,,,,,22.773041400010698,22.773041400010698,space,0.14857089996803552,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
12,0,12,0,,,,,22.948726399918087,22.948726399918087,space,0.32828240003436804,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
13,0,13,0,,,,,23.306296000024304,23.306296000024304,space,0.2140145000303164,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
14,0,14,0,,,,,23.554766900022514,23.554766900022514,space,0.14743259991519153,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
15,0,15,0,,,,,23.73043310001958,23.73043310001958,space,0.1832373000215739,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
16,0,16,0,,,,,23.942654000013135,23.942654000013135,space,0.16593009990174323,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
17,0,17,0,,,,,24.13658829999622,24.13658829999622,space,0.16241580003406852,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
18,0,18,0,,,,,24.331120099988766,24.331120099988766,space,0.15408850007224828,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
19,0,19,0,,,,,24.512742799939588,24.512742799939588,space,0.15942989999894053,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
20,0,20,0,,,,,24.699999599950388,24.699999599950388,space,0.16916649998165667,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
21,0,21,0,,,,,24.901805100031197,24.901805100031197,space,0.15051299997139722,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
22,0,22,0,,,,,25.08823440002743,25.08823440002743,space,0.18351569992955774,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
23,0,23,0,,,,,25.30038659996353,25.30038659996353,space,0.16898469999432564,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
24,0,24,0,,,,,25.50162240001373,25.50162240001373,space,0.15523479995317757,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
25,0,25,0,,,,,25.682085199980065,25.682085199980065,space,0.14668310002889484,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
26,0,26,0,,,,,25.863105299999006,25.863105299999006,space,0.14473980001639575,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
27,0,27,0,,,,,26.039573399932124,26.039573399932124,space,0.21145579998847097,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
28,0,28,0,,,,,26.282172399922274,26.282172399922274,space,0.22208640002645552,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
29,0,29,0,,,,,26.53631819994189,26.53631819994189,space,0.11684520007111132,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
30,0,30,0,,,,,26.68864880001638,26.68864880001638,space,0.12567290000151843,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
31,0,31,0,,,,,26.839009699993767,26.839009699993767,space,0.12846779997926205,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
32,0,32,0,,,,,26.99645400000736,26.99645400000736,space,0.12983459990937263,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
33,0,33,0,,,,,27.154598099994473,27.154598099994473,space,0.13572419993579388,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
34,0,34,0,,,,,27.323929099948145,27.323929099948145,space,0.132436600048095,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
35,0,35,0,,,,,27.48277619993314,27.48277619993314,space,0.14763269992545247,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
36,0,36,0,,,,,27.663788600009866,27.663788600009866,space,0.262040099943988,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
37,0,37,0,,,,,27.96166849997826,27.96166849997826,space,0.16512900008819997,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
38,0,38,0,,,,,28.15512539993506,28.15512539993506,space,0.14400880003813654,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
39,0,39,0,,,,,28.32995889999438,28.32995889999438,space,0.14050109998788685,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
40,0,40,0,,,,,28.505226799985394,28.505226799985394,space,0.12051009992137551,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
41,0,41,0,,,,,28.65754239994567,28.65754239994567,space,0.12953279993962497,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
42,0,42,0,,,,,28.81622509995941,28.81622509995941,space,0.13279679999686778,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
43,0,43,0,,,,,28.97841039998457,28.97841039998457,space,0.13667100004386157,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
44,0,44,0,,,,,29.14247439999599,29.14247439999599,space,0.13760190003085881,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
45,0,45,0,,,,,29.306634899927303,29.306634899927303,space,0.13654269999824464,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
46,0,46,0,,,,,29.46928239997942,29.46928239997942,space,0.15014979999978095,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
47,0,47,0,,,,,29.644590099924244,29.644590099924244,space,0.13348070008214563,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
48,0,48,0,,,,,29.814648299943656,29.814648299943656,space,0.13135660008993,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
49,0,49,0,,,,,29.97185480000917,29.97185480000917,space,0.13444249995518476,929457,001,2023-06-01_15h32.00.765,magic_trick,2022.2.5,82.59807283536021,
